R1, JD1, {"overall\_match\_percentage": "56%", "score\_breakdown": {"role\_alignment": {"score": "70%"}, "skills\_match": {"score": "40%"}, "experience\_match": {"score": "90%"}, "project\_relevance": {"score": "30%"}, "education\_match": {"score": "0%"}}}
R8, JD46, {"overall_match_percentage":"75%","score_breakdown":{"role_alignment":{"score":"60%"},"skills_match":{"score":"80%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"50%"},"education_match":{"score":"0%"}}}
R8, JD47, {"overall_match_percentage":"60%","score_breakdown":{"role_alignment":{"score":"50%"},"skills_match":{"score":"60%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"40%"},"education_match":{"score":"0%"}}}
R8, JD48, {"overall_match_percentage":"75%","score_breakdown":{"role_alignment":{"score":"60%"},"skills_match":{"score":"80%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"50%"},"education_match":{"score":"0%"}}}
R8, JD49, {"overall_match_percentage":"75%","score_breakdown":{"role_alignment":{"score":"60%"},"skills_match":{"score":"80%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"50%"},"education_match":{"score":"0%"}}}
R8, JD50, {"overall_match_percentage":"50%","score_breakdown":{"role_alignment":{"score":"40%"},"skills_match":{"score":"50%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"20%"},"education_match":{"score":"0%"}}}
R9, JD1, {"overall\_match\_percentage":"20%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD2, {"overall\_match\_percentage":"20%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD3, {"overall\_match\_percentage":"20%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD4, {"overall\_match\_percentage":"25%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"5%"}}}
R9, JD5, {"overall\_match\_percentage":"20%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD6, {"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"50%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"5%"}}}
R9, JD7, {"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"50%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"5%"}}}
R9, JD8, {"overall\_match\_percentage":"45%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"5%"}}}
R9, JD9, {"overall\_match\_percentage":"20%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD10,{"overall\_match\_percentage":"30%","score\_breakdown":{"role\_alignment":{"score":"20%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD11,{"overall\_match\_percentage":"70%","score\_breakdown":{"role\_alignment":{"score":"50%"},"skills\_match":{"score":"80%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"80%"},"education\_match":{"score":"0%"}}}
R9, JD12,{"overall\_match\_percentage":"60%","score\_breakdown":{"role\_alignment":{"score":"70%"},"skills\_match":{"score":"60%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD13,{"overall\_match\_percentage":"20%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD14,{"overall\_match\_percentage":"85%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"80%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"80%"},"education\_match":{"score":"0%"}}}
R9, JD15,{"overall\_match\_percentage":"85%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"80%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"80%"},"education\_match":{"score":"0%"}}}
R9, JD16,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD17,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD18,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD19,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD20,{"overall\_match\_percentage":"70%","score\_breakdown":{"role\_alignment":{"score":"50%"},"skills\_match":{"score":"80%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"40%"},"education\_match":{"score":"0%"}}}
R9, JD21,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD22,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD23,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD24,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD25,{"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"20%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"40%"},"education\_match":{"score":"0%"}}}
R9, JD26,{"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"20%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"60%"},"education\_match":{"score":"0%"}}}
R9, JD27,{"overall\_match\_percentage":"30%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD28,{"overall\_match\_percentage":"40%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"20%"},"education\_match":{"score":"0%"}}}
R9, JD29,{"overall\_match\_percentage":"10%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"20%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD30,{"overall\_match\_percentage":"10%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"20%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD31,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD32,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD33,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD34,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD35,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD36,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD37,{"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"0%"}}}
R9, JD38,{"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"70%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"20%"},"education\_match":{"score":"0%"}}}
R9, JD39,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD40,{"overall\_match\_percentage":"30%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"0%"}}}
R9, JD41,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD42,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD43,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD44,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD45,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD46,{"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"20%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"0%"}}}
R9, JD47,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R9, JD48,{"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"20%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"0%"}}}
R9, JD49,{"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"20%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"20%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"0%"}}}
R9, JD50,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R10, JD1, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD2, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD3, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD4, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD5, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD6, {"overall_match_percentage":"25%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R10, JD7, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD8, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD9, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD10, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD11, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD12, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD13, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD14, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD15, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD16, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD17, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD18, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD19, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD20, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD21, {"overall_match_percentage":"40%","score_breakdown":{"role_alignment":{"score":"30%"},"skills_match":{"score":"30%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"20%"},"education_match":{"score":"0%"}}}
R10, JD22, {"overall_match_percentage":"40%","score_breakdown":{"role_alignment":{"score":"30%"},"skills_match":{"score":"30%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"20%"},"education_match":{"score":"0%"}}}
R10, JD23, {"overall_match_percentage":"40%","score_breakdown":{"role_alignment":{"score":"30%"},"skills_match":{"score":"30%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"20%"},"education_match":{"score":"0%"}}}
R10, JD24, {"overall_match_percentage":"25%","score_breakdown":{"role_alignment":{"score":"10%"},"skills_match":{"score":"10%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"10%"},"education_match":{"score":"0%"}}}
R10, JD25, {"overall_match_percentage":"40%","score_breakdown":{"role_alignment":{"score":"30%"},"skills_match":{"score":"30%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"10%"},"education_match":{"score":"0%"}}}
R10, JD26, {"overall_match_percentage":"40%","score_breakdown":{"role_alignment":{"score":"30%"},"skills_match":{"score":"20%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"20%"},"education_match":{"score":"0%"}}}
R10, JD27, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD28, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD29, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD30, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD31, {"overall_match_percentage":"25%","score_breakdown":{"role_alignment":{"score":"10%"},"skills_match":{"score":"10%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"10%"},"education_match":{"score":"0%"}}}
R10, JD32, {"overall_match_percentage":"25%","score_breakdown":{"role_alignment":{"score":"10%"},"skills_match":{"score":"10%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"10%"},"education_match":{"score":"0%"}}}
R10, JD33, {"overall_match_percentage":"25%","score_breakdown":{"role_alignment":{"score":"10%"},"skills_match":{"score":"10%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"10%"},"education_match":{"score":"0%"}}}
R10, JD34, {"overall_match_percentage":"25%","score_breakdown":{"role_alignment":{"score":"10%"},"skills_match":{"score":"10%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"10%"},"education_match":{"score":"0%"}}}
R10, JD35, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"10%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD36, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD37, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD38, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD39, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD40, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD41, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD42, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD43, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD44, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD45, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD46, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD47, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD48, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD49, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R10, JD50, {"overall_match_percentage":"20%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R11, JD1, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R11, JD2, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R11, JD3, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R11, JD4, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R11, JD5, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R11, JD6, {"overall_match_percentage":"56%","score_breakdown":{"role_alignment":{"score":"20%"},"skills_match":{"score":"40%"},"experience_match":{"score":"80%"},"project_relevance":{"score":"30%"},"education_match":{"score":"100%"}}}
R11, JD7, {"overall_match_percentage":"48%","score_breakdown":{"role_alignment":{"score":"20%"},"skills_match":{"score":"20%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R11, JD8, {"overall_match_percentage":"38%","score_breakdown":{"role_alignment":{"score":"20%"},"skills_match":{"score":"20%"},"experience_match":{"score":"50%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R11, JD9, {"overall_match_percentage":"44%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"20%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R11, JD10, {"overall_match_percentage":"28%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"20%"},"experience_match":{"score":"20%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R11, JD11, {"overall_match_percentage":"84%","score_breakdown":{"role_alignment":{"score":"100%"},"skills_match":{"score":"90%"},"experience_match":{"score":"50%"},"project_relevance":{"score":"80%"},"education_match":{"score":"100%"}}}
R11, JD12, {"overall_match_percentage":"84%","score_breakdown":{"role_alignment":{"score":"100%"},"skills_match":{"score":"90%"},"experience_match":{"score":"60%"},"project_relevance":{"score":"70%"},"education_match":{"score":"100%"}}}
R11, JD13, {"overall_match_percentage":"50%","score_breakdown":{"role_alignment":{"score":"20%"},"skills_match":{"score":"20%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"30%"},"education_match":{"score":"100%"}}}
R11, JD14, {"overall_match_percentage":"84%","score_breakdown":{"role_alignment":{"score":"100%"},"skills_match":{"score":"90%"},"experience_match":{"score":"50%"},"project_relevance":{"score":"80%"},"education_match":{"score":"100%"}}}
R11, JD15, {"overall_match_percentage":"64%","score_breakdown":{"role_alignment":{"score":"100%"},"skills_match":{"score":"90%"},"experience_match":{"score":"50%"},"project_relevance":{"score":"80%"},"education_match":{"score":"0%"}}}
R11, JD16, {"overall_match_percentage":"60%","score_breakdown":{"role_alignment":{"score":"20%"},"skills_match":{"score":"20%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R11, JD17, {"overall_match_percentage":"48%","score_breakdown":{"role_alignment":{"score":"20%"},"skills_match":{"score":"20%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R11, JD18, {"overall_match_percentage":"38%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"20%"},"experience_match":{"score":"50%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
