resume_id,jd_id,score_json
R9,JD5,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD6,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD7,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD8,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD9,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD10,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD11,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD12,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD13,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD14,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD15,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD16,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD17,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD18,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD19,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD20,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD21,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD22,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD23,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD24,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD25,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD26,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD27,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD28,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD29,"{""overall_match_percentage"": ""6%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""5%""}}}"
R9,JD30,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD31,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD32,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD33,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD34,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD35,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD36,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD37,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD38,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD39,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD40,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD41,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD42,"{""overall_match_percentage"": ""6%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""5%""}}}"
R9,JD43,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD44,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD45,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD46,"{""overall_match_percentage"": ""9%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""7%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD47,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD48,"{""overall_match_percentage"": ""9%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""7%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD49,"{""overall_match_percentage"": ""9%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""7%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R9,JD50,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD1,"{""overall_match_percentage"": ""64%"", ""score_breakdown"": {""role_alignment"": {""score"": ""30%""}, ""skills_match"": {""score"": ""11%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""3%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD2,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD3,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD4,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD5,"{""overall_match_percentage"": ""53%"", ""score_breakdown"": {""role_alignment"": {""score"": ""30%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""3%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD6,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD7,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD8,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD9,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD10,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD11,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD12,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD13,"{""overall_match_percentage"": ""29%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""7%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD14,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD15,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD16,"{""overall_match_percentage"": ""51%"", ""score_breakdown"": {""role_alignment"": {""score"": ""30%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD17,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD18,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD19,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD20,"{""overall_match_percentage"": ""52%"", ""score_breakdown"": {""role_alignment"": {""score"": ""30%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD21,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD22,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD23,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD24,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD25,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD26,"{""overall_match_percentage"": ""33%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""11%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD27,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD28,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD29,"{""overall_match_percentage"": ""27%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""5%""}}}"
R10,JD30,"{""overall_match_percentage"": ""22%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD31,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD32,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD33,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD34,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD35,"{""overall_match_percentage"": ""22%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD36,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD37,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD38,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD39,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD40,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD41,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD42,"{""overall_match_percentage"": ""26%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""5%""}}}"
R10,JD43,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD44,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD45,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD46,"{""overall_match_percentage"": ""29%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""7%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD47,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD48,"{""overall_match_percentage"": ""30%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""7%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""3%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD49,"{""overall_match_percentage"": ""30%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""7%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""3%""}, ""education_match"": {""score"": ""0%""}}}"
R10,JD50,"{""overall_match_percentage"": ""22%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R11,JD1,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R11,JD2,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R11,JD3,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
